assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Eysenck Personality Questionnaire	57		EYSENCK44	44. Before making up your mind, do you consider all the advantages and disadvantages	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	584	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK45	45. Can you get very interested in your friends' problems	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	585	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK46	46. Would you like to go pot-holing	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	586	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK47	47. Would you be put off a job involving quite a bit of danger	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	negative	587	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK48	48. Do you prefer to 'sleep on it' before making decisions	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	positive	588	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK49	49. When people shout at you, do you shout back	aggressive	e032f0fd-78d3-42e3-8fd7-0b049466df04	aggressive.s.03	positive	589	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK50	50. Do you feel sorry for very shy people	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	590	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK51	51. Are you happy when you are with a cheerful group and sad when the others are glum	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	591	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK52	52. Do you usually make up your mind quickly	decisive	400138ee-e432-4564-bc88-58d5941c27e6	decisive.a.03	positive	592	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK53	53. Can you imagine what it must be like to be very lonely	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	593	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK54	54. Does it worry you when others are worrying and panicky	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	594	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	598	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	599	INT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	600	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN1	61. I have not lived the right kind of life.	content	eec3abf1-a149-4cf1-8393-525c62d7e7cc	contentedness.n.01	negative	601	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN2	239. I have been disappointed in love.	heartbroken	a7c7d17c-e211-4e0a-9dbf-c05488247b94	brokenhearted.s.01	positive	602	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN3	20. My sex life is satisfactory.	content	eec3abf1-a149-4cf1-8393-525c62d7e7cc	contentedness.n.01	positive	603	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN4	317. I am more sensitive than most other people.	sensitive	cfd01fda-0283-4f36-a5e6-9b373effb2c0	sensitive.a.02	positive	604	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN5	284. I am sure I am being talked about.	paranoid	4636548c-16c3-45b9-a8dd-8f1a55969677	paranoid.s.01	positive	605	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN6	501. I usually work things out for myself rather than get someone to show me how.	self-directed	3196015e-de63-4228-9963-b244c9da82fe	autonomous.s.03	positive	606	LONGINT	undefined
Minnesota Multiphasic Personality Inventory	10		GOLDEN7	207. I enjoy many different kinds of play and recreation.	active	94acb7c2-3791-461c-8538-988c9a026dc1	active.a.07	positive	607	LONGINT	undefined
Hypomanic Personality Scale	50		CHAPHYPO_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	609	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	610	INT	positive
Hypomanic Personality Scale	50		CHAPHYPO1	I consider myself to be pretty much an average kind of person.	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	611	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO2	It would make me nervous to play the clown in front of other people.	shy	7648bdaf-5166-4da2-a814-2fa255653670	diffident.a.02	positive	612	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO3	I am frequently so hyper that my friends kiddingly ask me what drug I'm taking.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	613	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO4	I think I would make a good nightclub comedian.	funny	3d60ff39-f70c-4e8f-9ae7-c09d9ef2d6dd	amusing.s.02	positive	614	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO5	Sometimes ideas and insights come to me so fast that I cannot express them all.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	615	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO6	When with groups of people, I usually prefer to let someone else be the center of attention.	shy	7648bdaf-5166-4da2-a814-2fa255653670	diffident.a.02	positive	616	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO7	In unfamiliar surroundings, I am often so assertive and sociable that I  surprise myself.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	617	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO8	There are often times when I am so restless that it is impossible for me to sit still.	restless	f50e18d7-84e0-40cf-99ae-543e4cfe4e5e	restless.s.01	positive	618	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO9	Many people consider me to be amusing but kind of eccentric.	eccentric	fbc26f6e-4a5b-4522-800e-d0859beb8754	bizarre.s.01	positive	619	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO10	When I feel an emotion, I usually feel it with extreme intensity.	intense	66e108e1-7a17-4a04-b27e-d2d4a8776e76	intense.a.01	positive	620	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO11	I am frequently in such high spirits that I can't concentrate on any one thing for too long.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	621	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO12	I sometimes have felt that nothing can happen to me until I do what I am meant to do in life.	invincible	ab7685c4-85df-462f-ba86-d75538c3c71c	invincible.s.01	positive	622	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO13	People often come to me when they need a clever idea.	clever	7a012d52-6ee9-4a12-a6f1-c412f4583f35	apt.s.03	positive	623	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO14	I am no more self-aware than the majority of people.	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	624	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO15	I often feel excited and happy for no apparent reason.	excited	e0d67cf8-9167-4afb-abe2-16819d57eb36	delirious.s.02	positive	625	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO16	I can't imagine that anyone would ever write a book about my life.	narcissistic	ab3f595f-fe8b-449f-92cf-87b32345f582	egotistic.s.01	negative	626	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO17	I am usually in an average sort of mood, not too high and not too low.	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	627	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO18	I often have moods where I feel so energetic and optimistic that I feel I  could outperform almost anyone at anything.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	628	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO19	I have such a wide range of interests that I often don't know what to do next.	eclectic	84173116-9784-4989-a776-f8163a52d6ff	eclectic.s.01	positive	629	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO20	There have often been times when I had such an excess of energy that I  felt little need to sleep at night.	nocturnal	4051ca2a-064a-4c15-88b8-874787c5c1d6	nocturnal.a.01	positive	630	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO21	My moods do not seem to fluctuate any more than most people's do.	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	631	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO22	I very frequently get into moods where I wish I could be everywhere and do everything at once.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	632	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO23	I expect that someday I will succeed in several different professions.	grandiose	9ad7785a-02e8-47b2-9bd6-db2362d57305	grandiose.s.02	positive	633	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO24	When I feel very excited and happy, I almost always know the reason why.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	negative	634	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO25	When I go to a gathering where I don't know anyone, it usually takes me a while to feel comfortable.	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	635	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO26	I think I would make a good actor, because I can play many roles convincingly.	shy	7648bdaf-5166-4da2-a814-2fa255653670	diffident.a.02	negative	636	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO27	I like to have others think of me as a normal kind of person.	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	637	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO28	I frequently write down the thoughts and insights that come to me when I  am thinking especially creatively.	creative	610ec49c-f485-45c4-a8d5-fb82aa99c550	creative.a.01	positive	638	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO29	I have often persuaded groups of friends to do something really adventurous or crazy.	adventurous	8e45b894-98ac-4dff-afa1-497f0663f0c5	adventurous.a.01	positive	639	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO30	I would really enjoy being a politician and hitting the campaign trail.	shy	7648bdaf-5166-4da2-a814-2fa255653670	diffident.a.02	negative	640	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO31	I can usually slow myself down when I want to.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	negative	641	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO32	I am considered to be kind of a hyper person.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	642	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO33	I often get so happy and energetic that I am almost giddy.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	643	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO34	There are so many fields I could succeed in that it seems a shame to have to pick one.	narcissistic	ab3f595f-fe8b-449f-92cf-87b32345f582	egotistic.s.01	positive	644	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO35	I often get into moods where I feel like many of the rules of life don't apply to me.	law-abiding	9096d085-df37-4597-875c-17a819a3b316	law-abiding.s.01	negative	645	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO36	I find it easy to get others to become sexually interested in me.	horny	d962fd76-54b6-42b7-bd98-cfd51ffc80fb	aroused.s.04	positive	646	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO37	I seem to be a person whose mood goes up and down easily.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	647	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO38	I frequently find that my thoughts are racing.	rumination	9080f004-c57b-40ad-866f-54b22c2aa112	contemplation.n.02	positive	648	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO39	I am so good at controlling others that it sometimes scares me.	persuasive	11fc78dd-e96e-4573-8775-f7d086fcc995	persuasive.a.01	positive	649	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO40	At social gatherings, I am usually the life of the party.	shy	7648bdaf-5166-4da2-a814-2fa255653670	diffident.a.02	negative	650	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO41	I do most of my best work during brief periods of intense inspiration.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	651	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO42	I seem to have an uncommon ability to persuade and inspire others.	persuasive	11fc78dd-e96e-4573-8775-f7d086fcc995	persuasive.a.01	positive	652	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO43	I have often been so excited about an involving project that I didn't care about eating or sleeping.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	653	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO44	I frequently get into moods where I feel very speeded-up and irritable.	irritable	d7f4c531-534d-423b-9a20-31cb4a1fbeb2	cranky.s.02	positive	654	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO45	I have often felt happy and irritable at the same time.	manic	df858458-d134-4284-9b59-67d0116e4c09	frenzied.s.01	positive	655	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO46	I often get into excited moods where it's almost impossible for me to stop talking.	talkative	24e9d4d0-43b6-4021-ac53-61db3a5b6adf	chatty.s.01	positive	656	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO47	I would rather be an ordinary success in life than a spectacular failure.	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	657	LONGINT	positive
Hypomanic Personality Scale	50		CHAPHYPO48	A hundred years after I'm dead, my achievements will probably have been forgotten.	narcissistic	ab3f595f-fe8b-449f-92cf-87b32345f582	egotistic.s.01	negative	658	LONGINT	positive
Chapman Scales - Perceptual Aberrations	38		CHAPPER_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	677	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	678	INT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	679	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER1	1. I sometimes have had the feeling that some parts of my body are not attached to the same person.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	680	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER2	2. Occasionally I have felt as though my body did not exist.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	681	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER3	3. Sometimes people whom I know well begin to look like strangers.	derealized	3e348941-9e62-4c16-968b-406e5d2f9f86	None	positive	682	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER4	4. My hearing is sometimes so sensitive that ordinary sounds become uncomfortable.	sensitivity (sound)	4df7ea47-7f89-498a-a1c8-b87bacadcbb9	sensitivity.n.01	positive	683	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER5	5. Often I have a day when indoor lights seem so bright that they bother my eyes.	sensitivity (light)	66af1045-a5c4-4ffa-b9a5-df06207b69d5	sensitivity.n.01	positive	684	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER6	6. My hands or feet have never seemed far away.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	negative	685	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER7	7. I have sometimes felt confused as to whether my body was really my own.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	686	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER8	8. Sometimes I have felt that I could not distinguish my body from other objects around me.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	687	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER9	9. I have felt that my body and another person's body were one and the same.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	688	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER10	10. I have felt that something outside my body was a part of my body.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	689	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER11	11. I sometimes have had the feeling that my body is abnormal.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	690	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER12	12. Now and then, when I look in the mirror, my face seems quite different than usual.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	691	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER13	13. I have never had the passing feeling that my arms or legs have become longer than usual.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	negative	692	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER14	14. I have sometimes felt that some part of my body no longer belongs to me.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	693	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER15	15. Sometimes when I look at things like tables and chairs, they seem strange.	derealized	3e348941-9e62-4c16-968b-406e5d2f9f86	None	positive	694	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER16	16. I have felt as though my head or limbs were somehow not my own.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	695	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER17	17. Sometimes part of my body has seemed smaller than it usually is.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	696	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER18	18. I have sometimes had the feeling that my body is decaying inside.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	697	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER19	19. Occasionally it has seemed as if my body had taken on the appearance of another person's body.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	698	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER20	20. Ordinary colors sometimes seem much too bright to me.	sensitivity	e48891b6-bd45-42bc-85c3-530b9fcc029d	sensitivity.n.01	positive	699	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER21	21. Sometimes I have had a passing thought that some part of my body was rotting away.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	700	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER22	22. I have sometimes had the feeling that one of my arms or legs is disconnected from the rest of my body.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	701	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER23	23. It has seemed at times as if my body was melting into my surroundings.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	702	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER24	24. I have never felt that my arms or legs have momentarily grown in size.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	negative	703	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER25	25. The boundaries of my body always seem clear.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	negative	704	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER26	26. Sometimes I have had feelings that I am united with an object near me.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	705	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER27	27. Sometimes I have had the feeling that a part of my body is larger than it usually is.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	706	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER28	28. I can remember when it seemed as though one of my limbs took on an unusual shape.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	707	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER29	29. I have had the momentary feeling that my body has become misshapen.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	708	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER30	30. I have had the momentary feeling that the things I touch remain attached to my body.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	709	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER31	31. Sometimes I feel like everything around me is tilting.	derealized	3e348941-9e62-4c16-968b-406e5d2f9f86	None	positive	710	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER32	32. I sometimes have to touch myself to make sure I'm still there.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	711	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER33	33. Parts of my body occasionally seem dead or unreal.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	712	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER34	34. At times I have wondered if my body was really my own.	depersonalized	65ba3855-405a-4ffa-802d-84243fa02118	depersonalize.v.01	positive	713	LONGINT	undefined
Chapman Scales - Perceptual Aberrations	38		CHAPPER35	35. For several days at a time I have had such a heightened awareness of sights and sounds that I cannot shut then out.	sensitivity (sensory)	0c932d4b-a751-4d5d-9afa-b3b667a2aa4b	sensitivity.n.01	positive	714	LONGINT	undefined
Chapman Scales - Social Anhedonia	43		CHAPSOC_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	716	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	717	INT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	718	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC1	1. Having close friends is not as important as many people say.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	719	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC2	2. I attach very little importance to having close friends.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	720	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC3	3. I prefer watching television to going out with other people.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	721	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC4	4. A car ride is much more enjoyable if someone is with me.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	722	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC5	5. I like to make long distance phone calls to friends and relatives.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	723	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC6	6. Playing with children is a real chore.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	724	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC7	7. I have always enjoyed looking at photographs of friends.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	725	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC8	8. Although there are things that I enjoy doing by myself, I usually seem to have more fun when I do things with other people.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	726	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC9	9. I sometimes become deeply attached to people I spend a lot of time with.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	727	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC10	10. People sometimes think that I am shy when I really just want to be left alone.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	728	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC11	11. When things are going really good for my close friends, it makes me feel good too.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	729	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC12	12. When someone close to me is depressed, it brings me down also.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	730	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC13	13. My emotional responses seem very different from those of other people.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	731	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC14	14. When I am alone, I often resent people telephoning me or knocking on my door.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	732	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC15	15. Just being with friends can make me feel really good.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	733	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC16	16. When things are bothering me, I like to talk to other people about it.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	734	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC17	17. I prefer hobbies and leisure activi-ties that do not involve other people.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	735	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC18	18. It's fun to sing with other people.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	736	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC19	19. Knowing that I have friends who care about me gives me a sense of security.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	737	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC20	20. When I move to a new city, I feel a strong need to make new friends.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	738	LONGINT	negative
Chapman Scales - Social Anhedonia	43		CHAPSOC21	21. People are usually better off if they stay aloof from emotional involvements with most others.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	739	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC22	22. Although I know I should have affection for certain people, I don't really feel it.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	740	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC23	23. People often expect me to spend more time talking with them than I  would like.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	741	LONGINT	positive
Chapman Scales - Social Anhedonia	43		CHAPSOC24	24. I feel pleased and gratified as I learn more and more about the emotional life of my friends.	aloof	264dcbd1-1bc6-4a3e-8b80-3b8ede5232ae	aloof.s.01	positive	742	LONGINT	negative
